,source,interaction,target
907,CASP3,1,ATG4D
908,FADD,1,ATG5
909,ATG4D,1,GABARAPL1
910,DIABLO,-1,BIRC5
911,FADD,1,RIPK1
912,EGR1,1,TOPBP1
913,E2F1,1,PPM1D
914,E2F1,1,MAP3K5
915,HTRA2,-1,BIRC6
916,HTRA2,-1,BIRC3
917,HTRA2,-1,BIRC2
918,HTRA2,-1,XIAP
919,BIRC6,-1,DIABLO
920,CASP7,-1,DFFA
921,BNIP3L,1,GABARAPL1
922,ATG4A,1,GABARAPL2
923,CASP3,-1,IKBKB
924,CASP3,-1,RELA
925,CASP3,-1,EIF4B
926,ATG4B,1,GABARAPL2
927,BIRC2,-1,CASP7
928,BIRC3,-1,CASP7
929,ATM,1,H2AFX
930,H2AFX,1,MDC1
931,CASP3,-1,CTNNB1
932,CASP3,-1,EIF2A
933,BIRC5,-1,CASP9
934,CASP3,-1,GORASP1
935,PRKN,-1,VDAC1
936,EGFR,1,GRB2
937,CASP3,1,ROCK1
938,TRAF6,1,TAB2
939,TAB1,1,MAP3K7
940,BIRC3,-1,CASP9
941,BIRC6,-1,CASP3
942,PINK1,1,BECN1
943,WDFY3,1,ATG12
944,CASP3,1,CASP7
945,TAB2,1,MAP3K7
946,MAP3K5,1,DAXX
947,FAS,1,DAXX
948,WDFY3,1,SQSTM1
949,BCL2L2,-1,BAK1
950,CASP7,-1,PARP1
951,CASP3,-1,DFFA
952,EGF,1,EGFR
953,BCL2L2,-1,BAX
954,VMP1,1,BECN1
955,TRAF2,1,MAP3K5
956,BIRC6,-1,CASP7
957,RPS6KA3,-1,TSC2
958,RPS6KA1,-1,TSC2
959,MAPK3,-1,TSC2
960,ATG7,1,ATG5
961,PRKACA,-1,MAP1LC3B
962,IL1A,1,IL1R1
963,BECN1,1,AMBRA1
964,RAB7A,1,FYCO1
965,TRAF2,1,IKBKB
966,TP53,1,FASLG
967,DAP3,1,CYCS
968,SUPT20H,1,ATG9A
969,EIF4G2,1,XIAP
970,RAB33B,1,ATG16L1
971,EIF4G2,1,BIRC2
972,BAK1,1,HTRA2
973,BAX,1,ENDOG
974,EIF4G2,1,APAF1
975,CASP2,-1,GOLGA3
976,CASP6,-1,LMNA
977,BAK1,1,ENDOG
978,CISD2,1,BCL2
979,BID,-1,BCL2L2
980,BAD,-1,BCL2L2
981,BBC3,-1,BCL2L2
982,BCL2L11,-1,BCL2L2
983,BCL2L11,-1,BCL2
984,BID,-1,BCL2L1
985,BCL2L11,-1,BCL2L1
986,BCL2,-1,BAK1
987,BCL2L11,1,BAK1
988,BCL2L1,-1,BAK1
989,TP53,1,BCL6
990,BCL6,-1,TP53
991,SP1,1,GDF15
992,TP53,-1,RAD51
993,PIDD1,1,RIPK1
994,PIDD1,1,CRADD
995,CRADD,1,RIPK1
996,CRADD,1,CASP2
997,CASP2,1,TRAF2
998,TRAF2,1,RIPK1
999,TRADD,1,RIPK1
1000,TP53,1,HIC1
1001,TP53,-1,HSP90AB1
1002,TP53,-1,HSPA8
1003,TP53,-1,LGALS3
1004,TP53,1,LIF
1005,TP53,-1,MAD1L1
1006,TP53,1,RNF144B
1007,TP53,1,IGFBP3
1008,TP53,1,IRF5
1009,TP53,1,KRT8
1010,HMGB1,-1,BECN1
1011,BECN1,1,HMGB1
1012,CDK1,-1,PIK3C3
1013,MCL1,-1,BECN1
1014,CDK5,-1,PIK3C3
1015,TNFAIP3,-1,BECN1
1016,TRAF6,1,BECN1
1017,DYNLL1,-1,AMBRA1
1018,ULK1,-1,DYNLL1
1019,ULK1,1,AMBRA1
1020,MAPK1,1,RPTOR
1021,ULK1,1,DAPK3
1022,FBXO5,-1,ANAPC11
1023,PIN1,1,FBXO5
1024,PLK1,-1,FBXO5
1025,CDK1,-1,FBXO5
1026,BTRC,-1,FBXO5
1027,BCL6,-1,ZBTB17
1028,BCL6,-1,ATR
1029,ZBTB17,-1,CDKN1A
1030,UBE2M,1,CUL2
1031,OS9,1,EGLN1
1032,OS9,1,EGLN3
1033,EGLN1,1,HIF1A
1034,EGLN3,-1,HIF1A
1035,EGLN2,-1,HIF1A
1036,VHL,-1,HIF1A
1037,RUNX3,1,CD4
1038,MYB,1,GATA3
1039,BRCA1,1,PALB2
1040,PALB2,1,BRCA1
1041,RUNX1,1,CD4
1042,EP300,1,MYB
1043,CREBBP,1,MYB
1044,MYB,1,COL1A2
1045,MYB,1,COL1A1
1046,PAXIP1,1,ATM
1047,NLK,-1,MYB
1048,PIN1,1,BCL6
1049,TP53BP1,1,PAXIP1
1050,PAXIP1,1,TP53BP1
1051,PER1,1,ATM
1052,TIMELESS,1,ATR
1053,STAT1,1,MDC1
1054,SSBP1,1,TP53
1055,GSK3B,1,MDM2
1056,SIRT1,-1,PER2
1057,RORB,1,ARNTL
1058,RORC,1,ARNTL
1059,PARP1,1,HIF1A
1060,NR1D1,-1,ARNTL
1061,PER1,-1,ARNTL
1062,PER2,-1,ARNTL
1063,NR1D2,-1,ARNTL
1064,PER3,-1,ARNTL
1065,CAND1,-1,CUL1
1066,UBE2M,1,CUL1
1067,GLRX,1,ACTA1
1068,GAPDH,-1,EDN1
1069,SMAD2,1,GNRHR
1070,SMAD3,1,GNRHR
1071,JUN,1,PTGS2
1072,GLRX,-1,GAPDH
1073,SMAD4,1,GNRHR
1074,NR5A1,1,GNRHR
1075,GLRX,1,IRF3
1076,DKK1,1,LRP6
1077,SIRT6,-1,RELA
1078,DKK1,-1,LRP5
1079,WNT5A,1,FZD5
1080,COPS5,1,MYC
1081,COPS5,1,HIF1A
1082,COPS5,1,MDM2
1083,COPS5,1,JUN
1084,COPS5,-1,CDKN1B
1085,NKRF,-1,NFKB2
1086,NKRF,-1,NFKB1
1087,NKRF,-1,RELA
1088,NKRF,-1,REL
1089,TWIST1,-1,TIMP1
1090,TWIST1,-1,CDH1
1091,TWIST1,-1,RELA
1092,AKT2,1,TWIST1
1093,FRAT1,1,GSK3B
1094,FRAT2,-1,GSK3B
1095,CSNK2A1,1,CTNNB1
1096,ATM,1,UPF1
1097,ATM,1,TRAF6
1098,ATM,-1,RPA1
1099,KAT5,1,AR
1100,KAT5,1,MYC
1101,PML,1,KAT5
1102,PPP5C,1,ATM
1103,MIR22HG,-1,MYCBP
1104,MTNR1A,1,GNAQ
1105,MTNR1A,1,GNAI3
1106,CDK11A,-1,EIF3F
1107,CDK11B,-1,EIF3F
1108,DDB2,-1,CDKN1A
1109,PPM1D,-1,H2AFX
1110,ABL1,-1,TERT
1111,TP53,-1,MIR17HG
1112,PRKACA,1,HIST1H3C
1113,SMARCB1,1,MYC
1114,RB1,1,HIF1A
1115,HDAC3,1,TRIM28
1116,TRIM28,-1,STAT3
1117,TRIM28,1,TBL1XR1
1118,RB1,-1,E2F1
1119,E2F1,1,PTTG1
1120,KLF6,-1,PTTG1
1121,E2F6,-1,UXT
1122,NSMCE2,1,TERF1
1123,NSMCE2,1,TERF2IP
1124,NSMCE2,1,TERF2
1125,NSMCE2,1,TINF2
1126,CDC73,-1,MYC
1127,GSK3B,-1,FOSL1
1128,AURKA,1,HDAC6
1129,HDAC6,1,HSP90B1
1130,EP300,-1,HDAC6
1131,HDAC6,1,CTTN
1132,HDAC6,-1,TUBA4B
1133,KDM4A,1,AR
1134,KDM4A,1,HIST1H1E
1135,TRIM8,-1,SOCS1
1136,RECQL5,-1,RAD51
1137,MARCH5,1,DDX58
1138,ZBTB4,-1,CDKN1A
1139,DDX5,1,TP53
1140,DTX3L,1,HIST1H4J
1141,DDX5,1,HDAC1
1142,IKBKE,-1,NFKBIA
1143,NFKBIZ,-1,STAT3
1144,GATA3,1,IL10
1145,ATF1,1,IL10
1146,JAK1,1,STAT3
1147,KDM5D,-1,HIST1H3C
1148,KDM5B,-1,HIST1H3C
1149,KDM5C,-1,HIST1H3C
1150,ASH1L,1,HIST1H3C
1151,KDM5A,-1,HIST1H3C
1152,PLK1,-1,PKMYT1
1153,CHUK,1,NFKB2
1154,TNFSF14,1,LTBR
1155,MAP3K14,1,RCAN1
1156,MAP3K14,1,RELA
1157,CD40LG,1,CD40
1158,TNFSF13B,1,MAP3K14
1159,LTA,1,TNFRSF1A
1160,LTB,1,LTBR
1161,LTBR,1,MAP3K14
1162,MAP3K14,1,STAT3
1163,BCL3,1,NFKB2
1164,STAT3,1,JUNB
1165,BCL3,1,NFKB1
1166,STAT3,1,KLF4
1167,STAT3,1,EGR1
1168,STAT3,1,GMCL1
1169,STAT3,1,PIM1
1170,STAT3,1,PRDM1
1171,CDK2,-1,FOXO1
1172,FOXO3,-1,BCL2L11
1173,EP300,1,TP53
1174,CTNNB1,1,FOXO1
1175,NRG1,1,ERBB2
1176,CD40,1,TRAF2
1177,ERBB3,1,GRB7
1178,FOXO1,1,KLF4
1179,AKT1,1,FOXO3
1180,AKT1,1,FOXO4
1181,FOXO3,1,SCP2
1182,FOXO1,1,G6PC
1183,NFKB1,1,CREBBP
1184,USP7,1,FOXO1
1185,SIRT1,1,FOXO1
1186,KL,-1,INSR
1187,CREBBP,1,RELB
1188,NR1I2,1,FOXO1
1189,FOXO1,1,NR1I2
1190,KL,-1,IGF1R
1191,CTNNB1,1,FOXO4
1192,CTNNB1,1,FOXO3
1193,EP300,1,HIST1H3C
1194,AKT1,1,EP300
1195,CHUK,1,CREBBP
1196,NOLC1,-1,CSNK2A1
1197,ULK1,1,BECN1
1198,BECN1,1,PIK3C3
1199,BAK1,1,BAX
1200,PRMT5,-1,HIST1H4J
1201,APC2,1,CTNNB1
1202,PRMT5,-1,H2AFZ
1203,HDAC2,-1,H2AFZ
1204,HDAC2,-1,HIST1H2BJ
1205,MST1,-1,HIST1H2BJ
1206,SIRT1,1,SUV39H1
1207,HDAC2,-1,HIST1H3C
1208,SIAH1,-1,CTNNB1
1209,HDAC2,-1,HIST1H4J
1210,USP22,1,H2AFZ
1211,H2AFX,1,TP53BP1
1212,TRAF2,1,MAP3K7
1213,HSPB1,1,SP1
1214,HSPB1,1,UBE2N
1215,PRKD1,1,HSPB1
1216,GSK3A,1,LRP6
1217,SETD7,1,TAF10
1218,SETD7,1,TP53
1219,DFFA,-1,DFFB
1220,RCOR1,1,KDM1A
1221,NKIRAS1,1,NFKBIA
1222,PTEN,1,E2F1
1223,E2F1,1,RAD51
1224,BACH1,-1,NFE2L2
1225,BACH1,-1,NQO1
1226,NKIRAS2,1,NFKBIB
1227,GSK3B,-1,CTNNB1
1228,TP53,1,SIAH1
1229,MAPK3,-1,BCL2L11
1230,MAPK1,-1,BCL2L11
1231,DDIT3,1,BCL2L11
1232,DDIT3,1,ITGAM
1233,DDIT3,1,FOSL1
1234,CASP8,1,CASP7
1235,CASP8,1,BID
1236,NGF,1,NTRK1
1237,CEBPB,1,RUNX2
1238,CASP9,1,CASP7
1239,MAPK3,1,CEBPB
1240,MAPK1,1,CEBPB
1241,ACAA2,-1,BNIP3
1242,BNIP3,-1,RHEB
1243,BMI1,-1,CDKN2A
1244,CSNK1A1,1,CREB1
1245,ATR,1,UPF1
1246,BAD,-1,BCL2L1
1247,ING1,1,CDKN1A
1248,ATM,1,SRSF1
1249,ATM,1,NABP2
1250,KDM3A,1,AR
1251,FADD,1,CASP10
1252,CFLAR,-1,FADD
1253,CASP3,1,CASP6
1254,FOXO3,1,FASLG
1255,SIRT1,1,FOXO3
1256,FOXO3,1,CDKN1B
1257,FOXO3,1,GADD45A
1258,ATM,1,FBXO31
1259,PRMT5,1,HIST1H3C
1260,BAD,-1,BCL2
1261,BCL2,-1,BAX
1262,BCL2L1,-1,BAX
1263,STAT6,1,RETNLB
1264,STAT6,1,CLEC7A
1265,STAT6,1,CHIA
1266,IL4R,1,JAK1
1267,RPS6KA4,1,FOS
1268,IL4,1,IL4R
1269,USP17L2,1,CDC25A
1270,IL4R,1,JAK3
1271,NEK11,-1,CDC25A
1272,IL3RA,1,JAK2
1273,AKT1,1,SMARCC1
1274,PDPK1,1,PRKCA
1275,STAT6,1,THY1
1276,STAT6,1,NFIL3
1277,STAT1,1,FASLG
1278,PIAS4,-1,STAT1
1279,PCNA,1,DNMT1
1280,STAT1,1,IRGC
1281,STAT6,1,GATA3
1282,MAPK3,1,RPS6KA5
1283,FOXO3,1,PINK1
1284,IKBKB,-1,NFKB1
1285,MAP3K8,1,MAP2K1
1286,MAP3K8,1,MAP2K2
1287,KMT5B,1,HIST3H3
1288,BTK,-1,TIRAP
1289,KMT5C,1,HIST1H4J
1290,MAP3K8,1,MAP2K3
1291,SIRT7,1,POLR1B
1292,PDK1,1,SGK1
1293,SGK1,-1,FOXO1
1294,MTNR1A,1,MAPK1
1295,KAT5,1,TP53
1296,MDM2,-1,KAT5
1297,CDK1,1,KAT5
1298,EIF2AK2,-1,EIF2S1
1299,EIF2AK4,-1,EIF2S1
1300,DDX58,1,MAVS
1301,TBK1,1,IRF3
1302,EIF2AK1,-1,EIF2S1
1303,MAPK8,1,JUN
1304,HSPA5,-1,ERN2
1305,HSPA5,-1,EIF2AK3
1306,EIF2AK3,1,NFE2L2
1307,EIF2AK3,1,BIRC3
1308,EIF2AK3,1,BIRC2
1309,EIF2AK3,1,SLC7A1
1310,EIF2AK3,1,ATF4
1311,MAP2K6,1,MAPK11
1312,CDK5RAP3,1,CDK1
1313,CDK5RAP3,-1,CHEK1
1314,HSPA5,-1,ERN1
1315,SIRT1,1,NBN
1316,TIMD4,1,HAVCR1
1317,HSPA5,-1,ATF6
1318,JAK2,1,GHR
1319,PRLR,1,JAK2
1320,LEPR,1,JAK2
1321,IL5RA,1,JAK2
1322,FOS,1,NFAT5
1323,JUN,1,NFAT5
1324,NFAT5,1,GBGT1
1325,PIAS4,1,IKBKG
1326,SOCS3,1,CSF3R
1327,PARP1,1,PIAS4
1328,SOCS3,-1,LIFR
1329,SOCS3,-1,IL6R
1330,CREB1,1,CRTC2
1331,CRTC2,1,CREB1
1332,CREB1,1,CREBBP
1333,PRKN,-1,SYT11
1334,PRKN,-1,GPR37
1335,PRKN,-1,AIMP2
1336,BAG2,1,STUB1
1337,CSNK1E,1,DVL1
1338,AKT1,-1,ZFP36L1
1339,IRF1,1,TNFSF10
1340,IRF1,1,CASP8
1341,PARP1,1,CHD1L
1342,IRF1,1,HIST1H2BD
1343,IRF1,1,PCNA
1344,KAT5,1,HIST1H3C
1345,KAT5,1,H2AFZ
1346,KAT5,1,HIST1H4J
1347,SIRT1,-1,KAT5
1348,RPS6KA4,1,CREB1
1349,CREBBP,1,HIST1H3C
1350,EP300,1,HIST1H2BJ
1351,EP300,1,H2AFZ
1352,EHMT2,-1,HIST1H3C
1353,EHMT1,-1,HIST1H3C
1354,SETDB1,-1,HIST1H3C
1355,KAT6A,1,HIST1H3C
1356,EHMT2,1,DNMT3B
1357,EHMT2,1,DNMT3A
1358,JARID2,1,EHMT1
1359,EHMT1,1,CCND1
1360,KDM6A,1,RB1
1361,TRDMT1,-1,CCPG1
1362,UHRF1,1,DNMT1
1363,H2AFX,1,KAT2A
1364,HDAC1,1,TRIM28
1365,HDAC2,1,STAT3
1366,KAT2A,1,HIST1H3C
1367,MEN1,1,KMT2A
1368,MEN1,1,HOXC6
1369,MEN1,1,HOXC8
1370,PHF8,1,HIST1H3C
1371,SETD1A,1,HIST1H3C
1372,SETD1B,1,HIST1H3C
1373,KMT2A,1,HIST1H3C
1374,GZMA,-1,SET
1375,SIRT1,-1,RELA
1376,GZMA,1,IL1B
1377,SET,-1,NME1
1378,SIRT1,-1,RELB
1379,GZMB,1,TUBA4B
1380,MEN1,1,HOXC9
1381,PRMT6,-1,HIST1H3C
1382,DZIP3,-1,H2AFZ
1383,BMI1,1,RNF2
1384,MEN1,-1,TERT
1385,STAT1,-1,CREBBP
1386,CREBBP,1,MMP9
1387,FOXO1,1,TRIM63
1388,SIRT6,1,HIST1H3C
1389,GZMA,-1,APEX1
1390,GZMA,-1,HMGB2
1391,STAT1,1,IRF8
1392,IL10,-1,NFKB1
1393,EP300,-1,RECQL4
1394,PAF1,1,SUV39H1
1395,JAK2,1,HIST1H3C
1396,USP16,1,H2AFZ
1397,PHF1,1,SUZ12
1398,HELLS,1,DNMT3L
1399,HELLS,1,DNMT1
1400,HELLS,-1,HOXC8
1401,HELLS,-1,HOXC6
1402,HSPB1,-1,AR
1403,HIF1A,1,BNIP3
1404,SP1,1,BNIP3L
1405,TGFA,1,EGFR
1406,DZIP3,-1,SSRP1
1407,PRKCA,1,MAPK1
1408,PRKCA,1,MAPK3
1409,GLRX,1,IKBKB
1410,EP300,-1,BCL6
1411,SRC,1,EGFR
1412,CYLD,-1,IKBKG
1413,HOXA10,1,FOXO1
1414,AR,-1,FOXO1
1415,FOXO1,-1,AR
1416,AR,-1,FOXO3
1417,CEBPB,1,FOXO1
1418,FOXO1,1,IGFBP1
1419,PRKDC,1,TRIM28
1420,ATM,1,AVEN
1421,MAPK11,1,ATF2
1422,PPARA,-1,FOXO1
1423,PPM1D,1,MDM2
1424,SLC2A4RG,1,MEF2A
1425,PPARA,1,LPL
1426,FOXO1,-1,PPARG
1427,MEF2A,1,SLC2A4
1428,FOXO1,-1,NCOR2
1429,FOXO1,1,MAML1
1430,BIRC2,1,IKBKG
1431,MTOR,1,RPS6KB1
1432,GSK3B,1,MAP3K1
1433,INSIG1,-1,SERBP1
1434,DUSP22,-1,MAPK10
1435,ITCH,-1,CFLAR
1436,TXN,1,NFKB1
1437,APEX1,1,FOSL1
1438,PRMT1,1,MRE11
1439,BLM,1,FANCD2
1440,FAAP24,1,FANCM
1441,PLK1,1,STAG2
1442,PLK1,1,RAD21
1443,WAPL,-1,RAD21
1444,MCPH1,1,SMARCC2
1445,ATR,1,SMARCC2
1446,GRB2,1,SOS1
1447,FANCC,1,BLM
1448,HMGN1,1,ATM
1449,KAT2B,1,EP300
1450,E2F1,1,DTL
1451,FANCL,1,FANCD2
1452,FANCL,1,FANCI
1453,CREBBP,1,KAT2B
1454,KAT2B,1,CREBBP
1455,CREBBP,1,WRN
1456,PCNA,1,CHAF1B
1457,PARP1,-1,KDM5B
1458,EP300,1,WRN
1459,SIRT1,-1,WRN
1460,HDAC1,-1,TP53
1461,ADRM1,1,UCHL5
1462,SIRT1,1,XRCC6
1463,AURKA,1,BRCA1
1464,ATM,1,ATF2
1465,EP300,1,DDX17
1466,MAT1A,-1,ESR1
1467,MAT1A,-1,BRCA1
1468,MTA1,-1,ESR1
1469,MTA1,-1,BRCA1
1470,NEDD8,1,CUL2
1471,RPS6KA4,1,RELA
1472,ACTL6A,1,ATM
1473,PDPK1,1,AKT1
1474,CEP85,1,MCM2
1475,CDC7,1,MCM2
1476,UBE2I,1,TRIM28
1477,PPP1CA,1,TRIM28
1478,SENP1,-1,TRIM28
1479,EP300,1,DDX5
1480,EP300,1,H2AFX
1481,EP300,1,HIST1H4J
1482,HDAC10,-1,TRIM28
1483,EP300,1,PARP1
1484,SUMO1,-1,PARP1
1485,SUMO3,-1,PARP1
1486,ZNF350,1,TRIM28
1487,EP300,1,CTNNB1
1488,CSNK1A1,-1,LEF1
1489,EP400,-1,KAT5
1490,RNF2,-1,H2AFZ
1491,EP400,1,FANCA
1492,EP400,1,HSPA1B
1493,EP400,-1,CDKN1A
1494,EP300,1,TDG
1495,CHD8,-1,CTNNB1
1496,CSNK1A1,-1,PHLPP1
1497,CSNK1A1,-1,IFNAR1
1498,CSNK1A1,1,AXIN1
1499,FBXO31,-1,CCND1
1500,PRKDC,1,HNRNPU
1501,ATRIP,1,BRCA1
1502,NCOR2,-1,PPARG
1503,NCOR1,-1,PPARG
1504,PPARG,1,SORBS1
1505,SIRT1,1,NCOR2
1506,SIRT1,1,NCOR1
1507,FBXW7,1,NOTCH1
1508,CTNNB1,1,TCF7L2
1509,SMAD3,1,FOXO1
1510,NCOR1,-1,RBPJ
1511,ESR1,-1,FOXO1
1512,MAPKAPK2,1,CREB1
1513,PGR,1,FOXO1
1514,NR1I3,-1,FOXO1
1515,NLK,-1,TCF7L2
1516,SOX4,1,TCF7L2
1517,SOX17,-1,TCF7L2
1518,FOXG1,-1,FOXO1
1519,PRKCQ,1,CARD11
1520,MYC,-1,CDKN1A
1521,SMAD2,1,TCF7L2
1522,SMAD3,1,TCF7L2
1523,EP300,1,SMAD2
1524,CEBPB,1,E2F4
1525,HINFP,1,PRKDC
1526,HINFP,1,CKS2
1527,RECQL4,1,APEX1
1528,RECQL4,1,POLB
1529,RECQL4,1,FEN1
1530,APEX1,1,ARNT
1531,WRN,1,NEIL1
1532,AKT1,1,YBX1
1533,YBX1,1,NEIL2
1534,NPAT,1,HINFP
1535,HINFP,1,HIST1H4J
1536,HINFP,1,ATM
1537,TIPIN,1,RPA1
1538,TIPIN,1,MCM4
1539,TIPIN,1,TIMELESS
1540,TIMELESS,1,TIPIN
1541,LYN,1,LIME1
1542,EP300,-1,FEN1
1543,MAP3K7,1,NLK
1544,MLH1,1,PMS2
1545,PMS2,1,TP73
1546,MSH2,1,ATR
1547,CHEK1,1,UBE2B
1548,CHEK1,-1,TLK1
1549,APC,-1,POLB
1550,APC,-1,FEN1
1551,XRCC1,1,POLB
1552,APEX1,1,TXN
1553,RHOA,1,CIT
1554,LIMK1,1,CFL2
1555,ROCK1,1,LIMK2
1556,CDC42BPA,1,LIMK1
1557,CDC42BPA,1,LIMK2
1558,CFL1,-1,ACTC1
1559,LIMK1,-1,CFL1
1560,LIMK2,-1,CFL1
1561,ROCK1,1,LIMK1
1562,STAT6,1,RHOA
1563,TOPBP1,1,ATRIP
1564,NEK2,1,SGO1
1565,HSPA1A,1,DCLRE1B
1566,NEK2,1,CNTROB
1567,PLK1,-1,FANCM
1568,TRAF6,1,TAB1
1569,USP28,1,MYC
1570,USP7,-1,SKP1
1571,MED14,1,STAT2
1572,KPNA2,1,IRF1
1573,IRF1,1,BRIP1
1574,CDC14B,1,FZR1
1575,IRAK1,1,IRF7
1576,TLR2,1,TICAM2
1577,TICAM2,1,MYD88
1578,E2F1,1,XRCC1
1579,HNRNPK,1,TP53
1580,RHOA,1,PKN2
1581,BIRC2,-1,MAP3K14
1582,BIRC3,-1,MAP3K14
1583,BIRC2,1,RIPK1
1584,BIRC3,1,RIPK1
1585,ERCC6,-1,TP53
1586,BIRC7,-1,DIABLO
1587,TRAF6,1,AKT3
1588,TRAF6,1,AKT1
1589,TLR10,1,MYD88
1590,MYD88,1,IRAK1
1591,TLR8,1,MYD88
1592,PDK1,1,PKN2
1593,RB1,-1,YY1
1594,TDG,1,AR
1595,TDG,1,PGR
1596,TDG,1,NR3C1
1597,MPG,-1,ESR1
1598,TDG,1,CREBBP
1599,TDG,1,NKX2___1
1600,MPG,1,MBD1
1601,HSF1,1,PRKDC
1602,ELAVL1,1,FOS
1603,ELAVL1,-1,MYC
1604,SYMPK,1,CSTF2
1605,ELAVL1,1,CDKN1A
1606,ELAVL1,1,CCNA1
1607,DLC1,-1,BCL2L11
1608,ELAVL1,1,CCNB1
1609,ELAVL1,1,CCNA2
1610,TDG,1,ESR1
1611,FOXO3,1,ATM
1612,STAT1,1,CASP1
1613,ELAVL1,1,TP53
1614,HIF1AN,-1,HIF1A
1615,STAT1,1,ARNT
1616,SUMO2,1,KDM1A
1617,SUMO2,1,RCOR1
1618,CEBPB,1,ORM1
1619,STAT1,-1,HIF1A
1620,MAPK3,1,HIF1A
1621,MAPK1,1,HIF1A
1622,KDM1A,-1,TP53
1623,FOXM1,1,CDC25C
1624,NF1,-1,HRAS
1625,RNF135,1,DDX58
1626,GSK3B,1,GLI3
1627,EP300,-1,HMGN1
1628,HMGN2,-1,PBRM1
1629,HMGN1,-1,PBRM1
1630,HMGN1,1,KAT2B
1631,TOP1,-1,LIG3
1632,TOP1,-1,LIG1
1633,TELO2,1,MTOR
1634,TELO2,1,ATM
1635,PARP1,-1,TOP1
1636,GADD45A,-1,CDK1
1637,CHEK2,-1,TERF2
1638,CDK1,1,CDC25A
1639,TRIM28,1,MDM2
1640,ZNF420,1,HDAC1
1641,ATM,-1,ZNF420
1642,CHEK1,1,CLSPN
1643,CLSPN,1,UBE2B
1644,EP300,1,HIF1A
1645,EP300,1,ARNT
1646,CHEK1,-1,HIST1H3C
1647,HIF1AN,-1,EPAS1
1648,CREBBP,1,ARNT
1649,HIF1AN,-1,EP300
1650,MAD2L1,-1,ANAPC7
1651,FBXO5,-1,FZR1
1652,PLK1,-1,EVI5
1653,PARP1,-1,AURKB
1654,BUB1B,-1,CDC20
1655,MAD2L1,-1,CDC20
1656,CHEK2,1,PTTG1
1657,CHEK1,1,PTTG1
1658,IRF3,1,CXCL10
1659,TLR9,1,MYD88
1660,TLR7,1,MYD88
1661,SMARCA4,1,CDKN1A
1662,E2F4,-1,MYBL2
1663,SMARCA4,1,GADD45A
1664,ATM,1,BLM
1665,BLM,1,CHAF1A
1666,MAPK14,-1,DDB2
1667,MAPK14,-1,CCND2
1668,RPS6KA3,1,HIST1H3C
1669,RPS6KA5,1,HIST1H3C
1670,MCM10,1,POLA1
1671,FBXW8,-1,CCND1
1672,KDM7A,1,AR
1673,KPNA2,1,CHEK2
1674,BUB1,-1,CDC20
1675,BUB1,1,SMC1A
1676,KIF4A,1,PRC1
1677,PLK1,-1,SMC1A
1678,KDM1B,-1,HIST1H3C
1679,TTK,-1,PRC1
1680,USP7,1,MARCH7
1681,TTK,1,TACC2
1682,KDM1A,-1,CHRNA1
1683,KDM1A,-1,CDKN1C
1684,ESPL1,1,SMC1A
1685,KDM1A,-1,ACTB
1686,KDM1A,-1,SCN1A
1687,KDM1A,-1,SCN2A
1688,MAPK7,1,NR4A1
1689,KDM1A,-1,SCN3A
1690,USP9X,1,MARCH7
1691,IRAK4,1,IRAK1
1692,TRIM28,1,SETDB1
1693,TRIM28,1,CHD3
1694,ATM,1,E2F1
1695,GMNN,-1,CDC6
1696,CDK2,-1,CDKN1A
1697,ATM,1,SP1
1698,ATM,1,SMC1A
1699,MAP3K3,1,MAP2K5
1700,ATM,-1,MDM4
1701,TP53,-1,NFYB
1702,VDR,1,CYP3A4
1703,TP53,-1,NFYA
1704,VDR,1,CYP2B6
1705,ING2,1,EP300
1706,SIRT2,-1,HIST1H3C
1707,SIRT1,1,APEX1
1708,ASF1A,1,EP300
1709,VDR,1,CYP2C9
1710,SIRT1,-1,HIST1H3C
1711,KAT2B,1,HIST1H4J
1712,MDM4,-1,TP53
1713,APEX1,1,STAT3
1714,APC,-1,CTNNB1
1715,CCNH,1,CDK7
1716,NEDD8,-1,CUL4A
1717,ATR,1,ATM
1718,MCPH1,1,BRCA2
1719,USP28,-1,SKP1
1720,TP53,1,GTSE1
1721,GFI1,-1,BAX
1722,ATM,1,DCLRE1C
1723,CKS2,1,CENPE
1724,GFI1B,-1,CDKN1A
1725,AURKA,1,CENPA
1726,AURKB,1,CENPA
1727,KDM1A,1,AR
1728,BTF3,-1,GAL
1729,MAPK8,1,ITCH
1730,AURKA,1,CDC25B
1731,CDK1,1,CDC25B
1732,PLK1,-1,CLSPN
1733,PRKDC,-1,HIST1H1A
1734,TP53,1,MLH1
1735,ATR,-1,CLSPN
1736,BTF3,1,EPHB2
1737,TP53,1,PMS2
1738,NEDD4,-1,POLR2L
1739,ERCC8,1,HMGN1
1740,ERCC8,1,TCEA2
1741,XPA,1,ERCC1
1742,XPA,1,ERCC4
1743,ATR,1,FANCD2
1744,SHPRH,-1,PCNA
1745,USP1,-1,PCNA
1746,CDKN1A,-1,POLK
1747,TP53,-1,POLK
1748,DTL,1,CUL4A
1749,CHEK2,-1,MDM2
1750,PCNA,1,CDT1
1751,CAND1,-1,CUL4A
1752,ASF1A,1,HIST1H3C
1753,ASF1B,1,HIST1H3C
1754,ASF1A,1,HIST1H4J
1755,CHEK2,-1,ASF1A
1756,ASF1B,1,HIST1H4J
1757,PLK1,1,CDC25C
